"20191014_Toxoplasma_TMT_FullExperiment, 126C:126C.127C.127N, ctrl.turbo.rah.nobiotin:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 127N:126C.127C.127N, ctrl.turbo.cyto.nobiotin:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 127C:126C.127C.127N, ctrl.noturbo.nobiotin:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 128N:126C.127C.127N, turborah.toxo.r1:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 128C:126C.127C.127N, turborah.mock.r1:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 129N:126C.127C.127N, turborah.toxo.r2:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 129C:126C.127C.127N, turborah.mock.r2:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 130N:126C.127C.127N, turborah.toxo.r3:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 130C:126C.127C.127N, turbocyto.toxo.r1:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 131N:126C.127C.127N, turborah.toxo.r4:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 131C:126C.127C.127N, turbocyto.toxo.r2:control.mean"	id	accession_number	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	entry_name	20191014_Toxoplasma_TMT_FullExperiment unique_peptides	20191014_Toxoplasma_TMT_FullExperiment numSpectra	20191014_Toxoplasma_TMT_FullExperiment totalIntensity	20191014_Toxoplasma_TMT_FullExperiment pct_cov
0	0.245	-0.646	2.53	2.191	2.208	2.442	2.332	3.095	2.295	3.119	P52306-5	P52306-5	1	3	2	2	P52306-5|P52306|P52306-4|P52306-3|P52306-2|P52306-6	HUMAN	67185.5	3.1	2867	2867.1	28.38	28.38	Isoform 5 of Rap1 GTPase-GDP dissociation stimulator 1	2	3	68700000	3.10%
0	0.081	-1.146	2.853	2.668	2.725	2.79	2.771	3.219	2.787	3.363	F8VZQ9	F8VZQ9	1	3	3	3	F8VZQ9|P82979|F8VS12	HUMAN	24161.9	10.3	2868	2868.1	28.34	28.34	SAP domain-containing ribonucleoprotein	3	3	4.08E+08	10.30%
0	0.933	-1.125	1.963	2.077	2.128	1.817	2.084	2.563	1.989	2.657	Q15428	Q15428	1	4	2	2	Q15428	HUMAN	49368.8	3.8	2869	2869.1	28.3	28.3	Splicing factor 3A subunit 2	2	4	30400000	3.80%
0	0.929	-1.242	2.811	2.65	2.873	2.91	2.746	6.208	2.756	6.166	Q05823	Q05823	1	6	2	2	Q05823|Q05823-2	HUMAN	84330	2.1	2870	2870.1	28.26	28.26	2-5A-dependent ribonuclease	2	6	9.61E+08	2.10%
0.354	0	-1.166	0.935	1.85	1.576	1.159	1.316	1.526	1.732	1.775	Q8N201	Q8N201	1	3	3	3	Q8N201	HUMAN	246518.1	1.2	2871	2871.1	28.26	28.26	Integrator complex subunit 1	3	3	11200000	1.20%
0	0.963	-1.225	2.985	2.892	3.216	2.727	3.101	4.37	2.811	4.386	Q8N584	Q8N584	1	2	2	2	Q8N584|Q8N584-2|G3V1P2	HUMAN	66838.5	3.4	2872	2872.1	28.24	28.24	Tetratricopeptide repeat protein 39C	2	2	42900000	3.40%
0.712			6.133	5.477	6.085	5.541	6.075	5.602	6.242	5.808	O75154-3	O75154-3	1	3	2	2	O75154-3|O75154|O75154-2	HUMAN	88373.8	3.1	2873	2873.1	28.21	28.21	Isoform 3 of Rab11 family-interacting protein 3	2	3	28700000	3.10%
0	0.54	0	0.57	1.029	0.742	1.403	0.841	1.273	0.656	1.601	P12107-2	P12107-2	1	4	3	3	P12107-2|P12107|P12107-3|P12107-4|A0A087WXW9|P20908|A0A0C4DFS1|A0A0G2JL35|A0A140TA43|Q4VXY6|A0A140T9N1|H0YIS1|A0A140TA54|P13942|P13942-3|P13942-2|P13942-5|P13942-4|P13942-7|P13942-6|P13942-8	HUMAN	183046.5	1.3	2874	2874.1	28.21	28.21	Isoform B of Collagen alpha-1(XI) chain	3	4	2.50E+08	1.30%
0.464	1.767	-3.12	3.536	3.533	3.41	3.369	3.621	5.516	3.418	5.542	Q16539-2	Q16539-2	1	3	2	2	Q16539-2|Q16539|Q16539-4|Q16539-3|B4E0K5|Q16539-5	HUMAN	41720.9	5.8	2875	2875.1	28.2	28.2	Isoform CSBP1 of Mitogen-activated protein kinase 14	2	3	2.76E+08	5.80%
0	0.258	-0.656	3.497	3.345	3.61	3.441	3.716	4.091	3.625	4.157	Q06136	Q06136	1	2	2	2	Q06136|Q06136-2	HUMAN	36585.8	7.8	2876	2876.1	28.18	28.18	3-ketodihydrosphingosine reductase	2	2	76500000	7.80%
0	0.813	-0.957	2.646	2.478	2.773	2.795	2.751	4.134	2.707	4.246	Q66K74	Q66K74	1	4	3	3	Q66K74|Q66K74-2	HUMAN	113179.3	3.1	2877	2877.1	28.1	28.1	Microtubule-associated protein 1S	3	4	5.41E+08	3.10%
	0.396	-0.728	2.983	2.826	2.939	3.196	2.873	3.391	2.785	3.413	Q9NVJ2	Q9NVJ2	1	2	2	2	Q9NVJ2|Q96BM9	HUMAN	21766.9	13.9	2878	2878.1	28.06	28.06	ADP-ribosylation factor-like protein 8B	2	2	47400000	13.90%
											Q9Y2K1	Q9Y2K1	1	3	2	2	Q9Y2K1|Q9Y2K1-2	HUMAN	84068.6	2.6	2879	2879.1	28.06	28.06	Zinc finger and BTB domain-containing protein 1	2	3	7930000	2.60%
0.116	0.016	-0.851	1.366	1.015	1.192	1.595	1.04	0.999	0.725	1.029	Q96ME7	Q96ME7	1	2	2	2	Q96ME7|G3XAG1|Q96ME7-3|Q96ME7-2	HUMAN	65765	4.5	2880	2880.1	28.03	28.03	Zinc finger protein 512	2	2	39600000	4.50%
0	0.763	-0.275	2.404	2.026	2.221	1.986	2.175	3.609	2.175	3.605	TGGT1_320030-t26_1-p1	TGGT1_320030	1	2	2	2	TGGT1_320030-t26_1-p1	Toxoplasma_gondii_GT1	82455.7	2.9	2881	2881.1	28.03	28.03	TGGT1_320030	2	2	14600000	2.90%
	0.895	-0.85	3.596	3.46	3.781	3.61	3.841	4.641	3.753	4.67	Q92604	Q92604	1	3	2	2	Q92604	HUMAN	43316.8	6.2	2882	2882.1	28.01	28.01	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1	2	3	1.34E+08	6.20%
0	0.078	-1.51	1.949	0.788	1.967	0.977	2.2	2.448	2.001	2.499	TGGT1_254470-t26_1-p1	TGGT1_254470	1	3	3	3	TGGT1_254470-t26_1-p1	Toxoplasma_gondii_GT1	80752.5	4.5	2883	2883.1	27.97	27.97	TGGT1_254470	3	3	5.30E+07	4.50%
0	0.822	-0.672	2.42	2.848	2.617	2.663	2.524	3.688	2.659	3.827	P52735	P52735	1	2	2	2	P52735|P52735-2|P52735-3	HUMAN	102542.4	3.5	2884	2884.1	27.96	27.96	Guanine nucleotide exchange factor VAV2	2	2	12600000	3.50%
-0.121	0.338	-0.384	2.373	2.421	2.525	2.612	2.675	3.205	2.742	3.489	P57772	P57772	1	2	2	2	P57772|C9J8T0	HUMAN	65931.1	4.3	2885	2885.1	27.96	27.96	Selenocysteine-specific elongation factor	2	2	82600000	4.30%
0.453	0.035	-0.886	3.595	3.435	3.891	3.817	3.672	3.485	3.756	3.84	Q9H7F0	Q9H7F0	1	4	3	3	Q9H7F0	HUMAN	139866.1	2.8	2886	2886.1	27.88	27.88	Probable cation-transporting ATPase 13A3	3	4	1.34E+08	2.80%
											E7ESC7	E7ESC7	1	2	2	2	E7ESC7|Q7L5Y9|B4DVN3|Q7L5Y9-2|Q7L5Y9-3|B4DQT1|D6RIB6|Q7L5Y9-4|D6RDW4|Q7L5Y9-5|D6RA86	HUMAN	50076.7	6.9	2887	2887.1	27.84	27.84	Macrophage erythroblast attacher	2	2	22100000	6.90%
0	0.129	-0.172	0.42	-2.385	0.284	-1.6	0.486	0.713	0.487	0.527	TGGT1_213010-t26_1-p1	TGGT1_213010	1	2	2	2	TGGT1_213010-t26_1-p1	Toxoplasma_gondii_GT1	115237.2	2.8	2888	2888.1	27.84	27.84	TGGT1_213010	2	2	27400000	2.80%
0	2.838	0	5.211	5.686	5.313	5.81	5.464	7.816	5.414	8.091	P48552	P48552	1	5	2	2	P48552	HUMAN	127738.5	1.8	2889	2889.1	27.8	27.8	Nuclear receptor-interacting protein 1	2	5	4.05E+10	1.80%
											Q3MIP1	Q3MIP1	1	3	2	2	Q3MIP1	HUMAN	59415.1	10	2890	2890.1	27.78	27.78	Inositol 145-trisphosphate receptor-interacting protein-like 2	2	3	3.60E+07	10.00%
											P39210	P39210	1	1	1	1	P39210|B5MCF8|B5MC53|G5E9F5	HUMAN	19961	13	2891	2891.1	27.69	27.69	Protein Mpv17	1	1	51200000	13.00%
-0.111	0.362		3.855	3.801	3.811	3.964	4.159	4.106	4.075	4.114	Q8IWK6	Q8IWK6	1	5	3	3	Q8IWK6|Q8IWK6-2|Q8IWK6-3	HUMAN	148202.1	3.2	2892	2892.1	27.69	27.69	Adhesion G protein-coupled receptor A3	3	5	6.80E+08	3.20%
0	0.962	-0.998	3.126	3.544	3.405	3.645	3.461	5.874	3.282	5.787	B0QYN7	B0QYN7	1	5	2	2	B0QYN7|P63279	HUMAN	20685.4	12.5	2893	2893.1	27.68	27.68	SUMO-conjugating enzyme UBC9	2	5	2.33E+08	12.50%
0.285	-0.319		2.661	2.665	2.922	2.859	2.9	3.878	2.93	3.807	Q658P3-2	Q658P3-2	1	3	2	2	Q658P3-2|Q658P3|Q658P3-3|B8ZZX6|Q658P3-4	HUMAN	56164.3	5.4	2894	2894.1	27.6	27.6	Isoform 2 of Metalloreductase STEAP3	2	3	6.68E+08	5.40%
0	0.867	-0.814	3.957	3.694	3.994	3.976	3.962	3.967	3.971	4.02	P18615-3	P18615-3	1	2	2	2	P18615-3|P18615|P18615-4	HUMAN	44038	6.2	2895	2895.1	27.57	27.57	Isoform 2 of Negative elongation factor E	2	2	8.78E+09	6.20%
	0.168	-0.428	3.233	2.952	3.291	2.939	3.241	4.32	3.19	4.289	Q9UIU6	Q9UIU6	1	2	2	2	Q9UIU6	HUMAN	83217.2	3.3	2896	2896.1	27.57	27.57	Homeobox protein SIX4	2	2	7420000	3.30%
-0.055	0.212	0.057	1.897	2.663	2.056	2.126	2.059	2.721	2.113	2.599	P61088	P61088	1	4	3	3	P61088|F8VSD4|F8VV71|Q5JXB2|F8VZ29	HUMAN	17194.6	16.4	2897	2897.1	27.54	27.54	Ubiquitin-conjugating enzyme E2 N	3	4	69100000	16.40%
0	0.995	-1.298	3.594	3.898	3.677	3.983	3.806	3.058	3.687	3.479	Q8IZR5	Q8IZR5	1	2	2	2	Q8IZR5|Q8IZR5-2|Q8IZR5-3	HUMAN	26112.5	8.1	2898	2898.1	27.53	27.53	CKLF-like MARVEL transmembrane domain-containing protein 4	2	2	44200000	8.10%
0	0.464	-0.513	2.99	2.961	2.951	3.15	3.001	2.743	2.85	2.625	Q99683	Q99683	1	9	3	3	Q99683|Q99683-2	HUMAN	155846.3	2.9	2899	2899.1	27.53	27.53	Mitogen-activated protein kinase kinase kinase 5	3	9	1.08E+09	2.90%
0.497	0	-0.761	1.584	1.687	1.75	2.029	1.654	2.279	1.415	2.369	Q3SZ57	Q3SZ57	1	5	2	2	Q3SZ57	BOVIN	70412.2	2.6	2900	2900.1	27.48	27.48	Alpha-fetoprotein	2	5	3.81E+08	2.60%
	1.094	-1.561	3.476	3.712	3.754	3.883	3.913	6.077	3.685	6.148	Q9NYL2-2	Q9NYL2-2	1	2	2	2	Q9NYL2-2|Q9NYL2|Q9NYL2-3	HUMAN	52038	6.8	2901	2901.1	27.47	27.47	Isoform 2 of Mitogen-activated protein kinase kinase kinase 20	2	2	67400000	6.80%
0	0.04	-1.109	2.048	1.969	2.064	2.148	1.975	2.96	1.834	3.013	Q15126	Q15126	1	3	2	2	Q15126	HUMAN	22165.7	9.8	2902	2902.1	27.46	27.46	Phosphomevalonate kinase	2	3	2.58E+08	9.80%
0	0.909	-0.84	2.747	2.681	2.951	2.596	2.755	3.568	2.865	3.694	Q9HC21	Q9HC21	1	2	2	2	Q9HC21|Q9HC21-2	HUMAN	35909.9	6.2	2903	2903.1	27.44	27.44	Mitochondrial thiamine pyrophosphate carrier	2	2	77600000	6.20%
0	0.505	-1.162	2.069	2.233	2.3	2.066	1.858	4.532	2.131	4.654	Q8N3V7	Q8N3V7	1	2	2	2	Q8N3V7|Q8N3V7-2|Q8N3V7-3	HUMAN	99975.1	2.6	2904	2904.1	27.39	27.39	Synaptopodin	2	2	1.79E+08	2.60%
0	0.821	-0.95	3.097	2.227	3.2	1.909	3.331	4.208	3.215	4.411	TGGT1_211640-t26_1-p1	TGGT1_211640	1	4	4	4	TGGT1_211640-t26_1-p1	Toxoplasma_gondii_GT1	314205.7	1.2	2905	2905.1	27.37	27.37	TGGT1_211640	4	4	1.17E+09	1.20%
0	0.205	-0.7	2.728	2.611	3.014	2.809	2.898	3.686	2.783	3.844	P06756	P06756	1	2	2	2	P06756|P06756-2|P06756-3	HUMAN	117119.8	2	2906	2906.1	27.37	27.37	Integrin alpha-V	2	2	63700000	2.00%
0	1.615	-0.003	2.909	2.346	2.348	2.234	2.536	2.831	2.553	3.003	P43304	P43304	1	4	2	2	P43304|P43304-2|F5GYK7	HUMAN	81364.8	3.3	2907	2907.1	27.36	27.36	Glycerol-3-phosphate dehydrogenase mitochondrial	2	4	8.00E+07	3.30%
0	0.869	-0.605	2.996	3.417	2.787	3.244	3.026	4.372	3.422	4.766	Q9H6D7	Q9H6D7	1	2	2	2	Q9H6D7|Q9H6D7-3	HUMAN	42855.6	7.4	2908	2908.1	27.36	27.36	HAUS augmin-like complex subunit 4	2	2	6460000	7.40%
0.081	0.125	-0.736	2.481	2.254	2.039	2.296	2.338	4.111	2.495	4.185	O95801	O95801	1	2	2	2	O95801	HUMAN	45191.2	7.2	2909	2909.1	27.33	27.33	Tetratricopeptide repeat protein 4	2	2	65200000	7.20%
0.058	0.058	-1.118	2.088	2.16	2.398	2.279	2.235	2.948	2.261	3.215	Q6P4R8-2	Q6P4R8-2	1	2	2	2	Q6P4R8-2|Q6P4R8|Q6P4R8-3	HUMAN	142371.3	1.8	2910	2910.1	27.28	27.28	Isoform 2 of Nuclear factor related to kappa-B-binding protein	2	2	7630000	1.80%
	0.31		4.099	3.684	4.389	4.169	4.336	5.6	4.231	5.566	Q9Y6G5	Q9Y6G5	1	3	2	2	Q9Y6G5|D6RJ90|D6RC04	HUMAN	23023.1	13.3	2911	2911.1	27.26	27.26	COMM domain-containing protein 10	2	3	50600000	13.30%
0.394	0	-0.564	2.713	2.481	2.554	2.797	2.651	3.522	2.559	3.501	P33316	P33316	1	4	2	2	P33316|H0YKI0|H0YNW5|P33316-2|H0YNJ9|H0YMM5|A0A0C4DGL3	HUMAN	26848	9.5	2912	2912.1	27.25	27.25	Deoxyuridine 5'-triphosphate nucleotidohydrolase mitochondrial	3	4	2.05E+08	9.50%
0	0.038	-0.85	2.417	2.191	2.621	2.531	2.558	3.265	2.539	3.472	P30042	P30042	1	3	3	3	P30042|A0A0B4J2D5|A0A096LNH5|F2Z2Q0|P30042-2|A0A0B4J2H4	HUMAN	28512.3	15.6	2913	2913.1	27.17	27.17	ES1 protein homolog mitochondrial	3	3	1.23E+08	15.60%
	0.517	-1.144	1.973	2.108	2.083	2.039	1.958	2.377	1.994	2.532	J3KPP4	J3KPP4	1	3	2	2	J3KPP4|O95232|C9JL41|O95232-2|E7EN55	HUMAN	58732.8	4.4	2914	2914.1	27.15	27.15	Cisplatin resistance-associated overexpressed protein isoform CRA_b	2	3	13400000	4.40%
0	0.552	-0.752	2.654	2.533	2.836	2.958	2.869	4.408	2.684	4.525	Q9NZJ7	Q9NZJ7	1	4	3	3	Q9NZJ7|Q9NZJ7-2	HUMAN	41885.9	9.5	2915	2915.1	27.14	27.14	Mitochondrial carrier homolog 1	3	4	4.87E+08	9.50%
0	0.428	-1.155	2.506	2.333	2.392	2.05	2.336	3.659	2.484	3.94	Q76FK4	Q76FK4	1	2	2	2	Q76FK4|Q76FK4-4|Q76FK4-2|F5H101	HUMAN	132527	2.1	2916	2916.1	27.13	27.13	Nucleolar protein 8	2	2	4.10E+07	2.10%
	0.608	-0.767	3.157	3.175	2.931	3.108	3.154	3.823	3.125	3.954	O95159	O95159	1	2	2	2	O95159|E9PMQ3|E9PJ47|E9PJX1	HUMAN	34855.1	5.8	2917	2917.1	27.04	27.04	Zinc finger protein-like 1	2	2	78900000	5.80%
0	0.427	-0.883	2.608	2.729	2.846	2.931	2.869	3.431	2.774	3.63	P50583	P50583	1	3	2	2	P50583	HUMAN	17057.1	14.2	2918	2918.1	27.04	27.04	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	2	3	91800000	14.20%
0.093	0.25	-0.449	2.812	3.082	2.921	3.01	3.247	3.911	2.94	4.167	O15047	O15047	1	4	3	3	O15047	HUMAN	186829.5	2.9	2919	2919.1	27.02	27.02	Histone-lysine N-methyltransferase SETD1A	3	4	4.82E+08	2.90%
0	0.568	-0.461	3.41	3.232	3.561	3.329	3.539	5.123	3.451	5.103	Q9NS23-5	Q9NS23-5	1	3	3	3	Q9NS23-5|Q9NS23|Q9NS23-2|Q9NS23-4|Q9NS23-3	HUMAN	39949.1	7.2	2920	2920.1	27.02	27.02	Isoform E of Ras association domain-containing protein 1	3	3	1.35E+08	7.20%
0.287	0	-0.6	4.279	0.873	4.606	1.711	4.548	3.317	4.397	3.253	TGGT1_216180-t26_1-p1	TGGT1_216180	1	5	2	2	TGGT1_216180-t26_1-p1	Toxoplasma_gondii_GT1	16611.7	8.8	2921	2921.1	26.96	26.96	TGGT1_216180	2	5	1.77E+08	8.80%
	0.577	-0.406	2.83	2.872	3.199	2.95	3.139	3.661	3.223	3.77	P57679	P57679	1	2	2	2	P57679|E9PCN4	HUMAN	112958.3	3	2922	2922.1	26.95	26.95	Ellis-van Creveld syndrome protein	2	2	13800000	3.00%
	0.832	-2.001	3.247	3.259	3.541	3.305	3.469	4.636	3.434	4.724	Q9BPZ7	Q9BPZ7	1	3	3	3	Q9BPZ7|Q9BPZ7-2|Q9BPZ7-3|Q9BPZ7-6|Q9BPZ7-5	HUMAN	59578.2	6.3	2923	2923.1	26.95	26.95	Target of rapamycin complex 2 subunit MAPKAP1	3	3	1.35E+09	6.30%
0	0.641	-0.79	2.888	3.034	3.004	2.681	2.969	4.815	2.994	4.803	O60678	O60678	1	3	3	3	O60678|A0A0A0MSN7|O60678-2	HUMAN	60559.7	6	2924	2924.1	26.94	26.94	Protein arginine N-methyltransferase 3	3	3	39200000	6.00%
0	0.071	-1.178	1.574	-0.482	1.272	0.115	1.258	2.56	1.465	2.527	TGGT1_305160-t26_1-p1	TGGT1_305160	1	5	2	2	TGGT1_305160-t26_1-p1|TGGT1_251870-t26_1-p1	Toxoplasma_gondii_GT1	12658.7	13.7	2925	2925.1	26.94	26.94	TGGT1_305160	2	5	4.56E+08	13.70%
0	0.23	-0.96	3.089	3.033	3.137	3.026	3.073	3.564	3.054	3.638	Q8N9Z2	Q8N9Z2	1	3	3	3	Q8N9Z2	HUMAN	26489.1	14	2926	2926.1	26.93	26.93	Coiled-coil domain-containing protein 71L	3	3	5.13E+08	14.00%
0	0.489	-0.288	2.473	2.33	2.459	2.436	2.432	3.738	2.489	3.767	P51571	P51571	1	4	2	2	P51571|A6NLM8	HUMAN	19169.4	9.8	2927	2927.1	26.92	26.92	Translocon-associated protein subunit delta	2	4	6.32E+08	9.80%
0	0.706	-0.686	3.311	2.838	3.108	3.134	2.976	4.602	3.071	4.626	Q16222	Q16222	1	2	2	2	Q16222|Q16222-3|Q16222-2	HUMAN	59167.3	3.4	2928	2928.1	26.92	26.92	UDP-N-acetylhexosamine pyrophosphorylase	2	2	22900000	3.40%
0	0.507	-0.224	3.221	2.524	3.275	2.722	3.186	4.023	3.309	4.316	TGGT1_219700-t26_1-p1	TGGT1_219700	1	5	4	4	TGGT1_219700-t26_1-p1	Toxoplasma_gondii_GT1	113120.7	4.4	2929	2929.1	26.92	26.92	TGGT1_219700	4	5	2.72E+08	4.40%
	0.708		2.834	2.533	2.891	3.069	2.987	3.577	2.541	3.635	Q08426	Q08426	1	2	2	2	Q08426|Q08426-2	HUMAN	80121	1.9	2930	2930.1	26.88	26.88	Peroxisomal bifunctional enzyme	2	2	16100000	1.90%
0.471	0	-1.015	2.06	2.09	2.128	2.011	1.922	2.686	1.8	2.835	P30048	P30048	1	5	2	2	P30048|P30048-2	HUMAN	28034.5	7.4	2931	2931.1	26.85	26.85	Thioredoxin-dependent peroxide reductase mitochondrial	2	5	1.40E+08	7.40%
-0.043	0.224	-0.542	2.598	1.144	2.578	1.219	2.712	2.939	2.656	2.947	TGGT1_295710-t26_1-p1	TGGT1_295710	1	2	2	2	TGGT1_295710-t26_1-p1	Toxoplasma_gondii_GT1	847497.9	0.2	2932	2932.1	26.83	26.83	TGGT1_295710	2	2	30200000	0.20%
0.249			2.6		2.395		2.51	1.984	2.388	2.184	TGGT1_286450-t26_1-p1	TGGT1_286450	1	2	2	2	TGGT1_286450-t26_1-p1	Toxoplasma_gondii_GT1	12976.4	13.3	2933	2933.1	26.79	26.79	TGGT1_286450	2	2	26200000	13.30%
-0.094	1.058	0	2.651	3.367	2.706	2.867	2.777	3.002	2.172	3.425	Q15772	Q15772	1	3	3	3	Q15772|Q15772-1|B9ZVR7	HUMAN	357078	0.8	2934	2934.1	26.78	26.78	Striated muscle preferentially expressed protein kinase	3	3	54200000	0.80%
0.284		-0.348	3.288	3.235	3.154	3.567	3.614	3.801	3.567	3.804	Q96PZ2	Q96PZ2	1	2	2	2	Q96PZ2	HUMAN	71050.8	4.5	2935	2935.1	26.75	26.75	Protein FAM111A	2	2	15300000	4.50%
-0.084	1.144	0	3.856	3.627	3.587	3.739	3.778	5.242	3.579	4.937	Q9BT92	Q9BT92	1	3	3	3	Q9BT92	HUMAN	61184.8	6	2936	2936.1	26.73	26.73	Trichoplein keratin filament-binding protein	3	3	87500000	6.00%
0	0.721	-1.521	3.078	3.335	2.922	3.272	3.138	4.484	3.266	4.591	O43639	O43639	1	4	2	2	O43639	HUMAN	43142.5	4.7	2937	2937.1	26.72	26.72	Cytoplasmic protein NCK2	2	4	56800000	4.70%
0	0.133	-0.974	-0.304	-3.063	-0.174	-2.249	-0.345	-0.769	-0.43	-0.755	TGGT1_239330-t26_1-p1	TGGT1_239330	1	6	2	2	TGGT1_239330-t26_1-p1	Toxoplasma_gondii_GT1	11506.1	18.3	2938	2938.1	26.72	26.72	TGGT1_239330	2	6	4.21E+08	18.30%
0	0.877	-1.546	3.148	2.881	3.157	3.149	3.196	5.181	3.117	5.312	P28289	P28289	1	4	2	2	P28289	HUMAN	40682.5	8	2939	2939.1	26.71	26.71	Tropomodulin-1	2	4	6.08E+08	8.00%
0	0.046	-0.139	0.588	0.836	0.321	0.205	0.346	0.246	0.577	0.101	E9PR30	E9PR30	1	3	2	2	E9PR30|P62861	HUMAN	10904.6	11.2	2940	2940.1	26.7	26.7	40S ribosomal protein S30	2	3	2.01E+09	11.20%
0	0.382	-0.019	2.045	2.248	2.447	2.604	2.23	2.038	2.222	2.452	P67812-3	P67812-3	1	4	2	2	P67812-3|P67812|P67812-4|H0YNG3|P67812-2|H0YKT4	HUMAN	21625	8.1	2941	2941.1	26.69	26.69	Isoform 3 of Signal peptidase complex catalytic subunit SEC11A	2	4	1.02E+08	8.10%
	0.181	-1.634	2.055	0.916	2.179	1.145	1.755	2.437	2.033	2.524	TGGT1_311230-t26_1-p1	TGGT1_311230	1	3	2	2	TGGT1_311230-t26_1-p1	Toxoplasma_gondii_GT1	499479.6	0.8	2942	2942.1	26.66	26.66	TGGT1_311230	2	3	18300000	0.80%
0.153	0	-0.535	1.704	1.449	1.712	1.627	1.748	2.17	1.613	2.262	Q96RP9-2	Q96RP9-2	1	3	3	3	Q96RP9-2|Q96RP9|C9IZ01|F8WAU4	HUMAN	86552.3	3.5	2943	2943.1	26.62	26.62	Isoform 2 of Elongation factor G mitochondrial	3	3	1.49E+08	3.50%
0	0.67	-0.345	3.641	3.286	3.648	3.33	3.825	5.023	3.773	5.169	Q9UQN3	Q9UQN3	1	5	2	2	Q9UQN3|C9J0A7|Q9UQN3-2	HUMAN	23963.2	7	2944	2944.1	26.61	26.61	Charged multivesicular body protein 2b	2	5	1.36E+08	7.00%
0	0.941	-2.269	3.129	3.289	2.661	3.17	2.937	5.18	3.174	5.179	Q9H8P0	Q9H8P0	1	4	3	3	Q9H8P0	HUMAN	36977.1	7.8	2945	2945.1	26.57	26.57	Polyprenol reductase	3	4	1.54E+08	7.80%
-0.882	1.131		2.217	2.78	2.881	1.764	1.984	3.661	2.539	3.823	TGGT1_318440-t26_1-p1	TGGT1_318440	1	2	2	2	TGGT1_318440-t26_1-p1	Toxoplasma_gondii_GT1	238726.1	1.9	2946	2946.1	26.54	26.54	TGGT1_318440	2	2	20700000	1.90%
0.345	0	-0.97	2.302	1.979	2.248	2.188	1.994	2.503	1.852	2.249	Q9Y2Q3-2	Q9Y2Q3-2	1	3	2	2	Q9Y2Q3-2|Q9Y2Q3|Q9Y2Q3-3|E9PFN5|Q9Y2Q3-4	HUMAN	31679.4	7.4	2947	2947.1	26.5	26.5	Isoform 2 of Glutathione S-transferase kappa 1	2	3	47800000	7.40%
0	0.539	-1.059	4.345	3.935	4.108	4.16	4.348	5.147	4.199	5.233	Q9UBH6	Q9UBH6	1	3	2	2	Q9UBH6|Q9UBH6-2	HUMAN	82218.3	3.4	2948	2948.1	26.49	26.49	Xenotropic and polytropic retrovirus receptor 1	2	3	1.96E+08	3.40%
0.739	-0.292		1.782	2.431	1.66	2.835	2.017	0.142	1.459	0.752	Q5VY43	Q5VY43	1	3	2	2	Q5VY43	HUMAN	117739.1	2.8	2949	2949.1	26.48	26.48	Platelet endothelial aggregation receptor 1	2	3	10200000	2.80%
0	0.219	0	3.283	3.078	3.568	3.428	3.459	3.319	3.345	3.587	A0A087WUW9	A0A087WUW9	1	5	2	2	A0A087WUW9|Q9NXU5|A0A0B4J222	HUMAN	23275.2	10.7	2950	2950.1	26.48	26.48	ADP-ribosylation factor-like protein 15	2	5	1.51E+08	10.70%
0.019	0.021	-0.885	3.588	3.299	3.641	3.487	3.948	4.105	3.897	3.939	P53539	P53539	1	2	2	2	P53539|P53539-3|P53539-4|P53539-10|P53539-7|K7EKC1|K7ERZ8	HUMAN	36212.5	11.5	2951	2951.1	26.46	26.46	Protein fosB	2	2	66500000	11.50%
0.564	-0.017	-0.626	3.176	3.063	3.444	2.929	3.274	3.925	3.158	3.954	Q9NPA3	Q9NPA3	1	3	2	2	Q9NPA3	HUMAN	20315.4	14.7	2952	2952.1	26.43	26.43	Mid1-interacting protein 1	2	3	83100000	14.70%
0	0.693	-0.427	2.964	3.098	2.868	3.183	3.218	3.857	2.986	3.985	Q9ULX6	Q9ULX6	1	2	2	2	Q9ULX6|V9GZ50|Q9ULX6-2	HUMAN	72103.9	4.3	2953	2953.1	26.42	26.42	A-kinase anchor protein 8-like	2	2	58100000	4.30%
0	0.524	-0.343	2.661	2.607	2.769	2.71	2.744	3.822	2.757	4.138	A0A0B4J1S8	A0A0B4J1S8	1	3	2	2	A0A0B4J1S8|Q9UBF8|Q9UBF8-2|Q9UBF8-3	HUMAN	93464.6	3.5	2954	2954.1	26.39	26.39	Phosphatidylinositol 4-kinase beta	2	3	2.27E+08	3.50%
