"20191014_Toxoplasma_TMT_FullExperiment, 126C, ctrl.turbo.rah.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 127N, ctrl.turbo.cyto.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 127C, ctrl.noturbo.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 128N, turborah.toxo.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 128C, turborah.mock.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 129N, turborah.toxo.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 129C, turborah.mock.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 130N, turborah.toxo.r3"	"20191014_Toxoplasma_TMT_FullExperiment, 130C, turbocyto.toxo.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 131N, turborah.toxo.r4"	"20191014_Toxoplasma_TMT_FullExperiment, 131C, turbocyto.toxo.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 126C.127C.127N, control.mean"	id	accession_number	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	entry_name	20191014_Toxoplasma_TMT_FullExperiment unique_peptides	20191014_Toxoplasma_TMT_FullExperiment numSpectra	20191014_Toxoplasma_TMT_FullExperiment totalIntensity	20191014_Toxoplasma_TMT_FullExperiment pct_cov
13165	13425	4601	76767	33477	89036	47453	71751	155952	63881	142802	12608	TGGT1_223000-t26_1-p1	TGGT1_223000	1	2	1	1	TGGT1_223000-t26_1-p1	Toxoplasma_gondii_GT1	16210.7	7.9	3754	3754.1	15.08	15.08	TGGT1_223000	1	2	48200000	7.90%
4230	9036	3187	197106	159146	442277	183703	304894	688580	220570	736046	4230	Q9NXC5	Q9NXC5	1	2	2	2	Q9NXC5|Q9NXC5-2	HUMAN	100294.3	3.3	3755	3755.1	15.08	15.08	GATOR complex protein MIOS	2	2	2.09E+09	3.30%
13194	10717	6466	131127	155039	138162	174357	146800	261858	132302	296964	10717	A0A0J9YYF7	A0A0J9YYF7	1	1	1	1	A0A0J9YYF7|Q86T65|Q86T65-4|F2Z2Q2|A0A0J9YX09	HUMAN	125363.7	1.3	3756	3756.1	15.07	15.07	Disheveled-associated activator of morphogenesis 2	1	1	6740000	1.30%
20633	19196	6020	104022	110198	117301	119612	107280	287608	106878	305717	19196	Q8NCL9	Q8NCL9	1	1	1	1	Q8NCL9	HUMAN	56432.5	4.1	3757	3757.1	15.06	15.06	Protein APCDD1-like	1	1	5920000	4.10%
96091	174258	63863	614596	546574	721792	768184	699079	2209319	752189	2286209	96091	TGGT1_224540A-t26_1-p1	TGGT1_224540A	1	2	2	2	TGGT1_224540A-t26_1-p1	Toxoplasma_gondii_GT1	223790.8	2.4	3758	3758.1	15.06	15.06	TGGT1_224540A	2	2	1.41E+08	2.40%
90522	80733	60499	1947015	1407942	2640918	2071408	2594281	737054	2268615	951713	80733	F8VX04	F8VX04	1	2	1	1	F8VX04|Q9H2H9	HUMAN	56936.1	1.3	3759	3759.1	15.04	15.04	Sodium-coupled neutral amino acid transporter 1	1	2	63300000	1.30%
26156	21277	8005	188292	170413	166106	148146	201498	247894	216026	328638	21277	Q9Y5Q9	Q9Y5Q9	1	1	1	1	Q9Y5Q9|Q9Y5Q9-2	HUMAN	102069.2	1.8	3760	3760.1	15.04	15.04	General transcription factor 3C polypeptide 3	1	1	12900000	1.80%
42049	47069	24568	102496	86785	143270	95079	105981	196398	123161	182606	42049	TGGT1_226570-t26_1-p1	TGGT1_226570	1	1	1	1	TGGT1_226570-t26_1-p1	Toxoplasma_gondii_GT1	15223.8	13.6	3761	3761.1	15.04	15.04	TGGT1_226570	1	1	7720000	13.60%
605491	382092	499782	849616	1010825	885390	1267286	937972	5122610	864660	5021813	565618	O95084	O95084	1	3	2	2	O95084|O95084-2	HUMAN	43513.9	3.3	3762	3762.1	15.03	15.03	Serine protease 23	2	3	2.23E+08	3.30%
1015771	1174559	504778	4925575	4628842	5672343	5542778	5377074	10310761	4903563	10325796	1015771	P26447	P26447	1	4	1	1	P26447	HUMAN	11956.5	7.9	3763	3763.1	15.03	15.03	Protein S100-A4	1	4	4.11E+08	7.90%
12774	16731	2965	44993	55921	54615	68183	49944	51212	47531	59170	12751	Q7L5N1	Q7L5N1	1	2	1	1	Q7L5N1|E7EM64	HUMAN	36505.2	2.4	3764	3764.1	15	15	COP9 signalosome complex subunit 6	1	2	1.26E+08	2.40%
6591	13146	3255	59901	74928	63530	80112	65836	117762	55439	155114	6591	Q9NZ63	Q9NZ63	1	1	1	1	Q9NZ63	HUMAN	33744.5	4.1	3765	3765.1	15	15	Telomere length and silencing protein 1 homolog	1	1	11600000	4.10%
	12702		47565	48210	41728	41970	39959	74875	35880	82222		B3KU38	B3KU38	1	1	1	1	B3KU38|B3KU38-2|P0DPB3|P0DPB3-2|C9J366	HUMAN	62703.3	1.4	3766	3766.1	14.99	14.99	IQCJ-SCHIP1 readthrough transcript protein	1	1	14400000	1.40%
13067	10928	7332	92910	112048	106345	95594	105925	247928	94776	243534	9936	Q5JPI3	Q5JPI3	1	2	1	1	Q5JPI3|Q5JPI3-2|E9PFZ1	HUMAN	37939.6	5.7	3767	3767.1	14.99	14.99	Uncharacterized protein C3orf38	1	2	21500000	5.70%
41063	31405	21502	1271044	1048764	1476062	1164738	1116858	591360	1193271	710275	31047	Q00872-8	Q00872-8	1	2	2	2	Q00872-8|Q00872-6|Q00872-4|F8VZY0|Q00872-2|Q00872-10|Q00872|Q00872-9|Q00872-3	HUMAN	128870.7	1.8	3768	3768.1	14.99	14.99	Isoform 8 of Myosin-binding protein C slow-type	2	2	72600000	1.80%
18136	233252	11097	282138	105532	81101	95031	82182	102179	94062	112272	17881	Q9Y2W2	Q9Y2W2	1	3	2	2	Q9Y2W2	HUMAN	69996.4	3.5	3769	3769.1	14.98	14.98	WW domain-binding protein 11	2	3	47100000	3.50%
1894325	4466089	60807	6645597	7884850	6012954	6986780	7849114	27229268	6847772	32407979	1894325	Q5T6J7-2	Q5T6J7-2	1	6	2	2	Q5T6J7-2|Q5T6J7|Q5T6J7-3	HUMAN	25581.9	16.5	3770	3770.1	14.96	14.96	Isoform 2 of Probable gluconokinase	2	6	4.45E+09	16.50%
14949	24904	10429	131835	126742	135561	164281	141370	800362	152863	917257	14949	Q9H694	Q9H694	1	1	1	1	Q9H694|Q9H694-2|A6NGY7	HUMAN	105469.4	1.3	3771	3771.1	14.95	14.95	Protein bicaudal C homolog 1	1	1	7780000	1.30%
4626	7580	3315	28061	38440	31669	25492	30525	80825	33571	73743	4626	Q9BXC9	Q9BXC9	1	1	1	1	Q9BXC9|H3BRL0	HUMAN	80496.8	1.1	3772	3772.1	14.94	14.94	Bardet-Biedl syndrome 2 protein	1	1	9980000	1.10%
1090167	383027	39412	33274024	36987162	32871568	39432934	38258304	39977261	34915029	40979242	370016	TGGT1_216500-t26_1-p1	TGGT1_216500	1	11	2	2	TGGT1_216500-t26_1-p1|TGGT1_316650-t26_1-p1	Toxoplasma_gondii_GT1	288955	0.9	3773	3773.1	14.93	14.93	TGGT1_216500	2	11	3.00E+10	0.90%
			34812	40453	40026	56728	45685	18670	45539	18868		TGGT1_313270-t26_1-p1	TGGT1_313270	1	2	2	2	TGGT1_313270-t26_1-p1	Toxoplasma_gondii_GT1	281817.6	1.1	3774	3774.1	14.92	14.92	TGGT1_313270	2	2	14400000	1.10%
77408	55876	37906	595232	491221	699644	612615	556019	169171	608806	213401	55876	O60828	O60828	1	1	1	1	O60828|O60828-2|O60828-3|O60828-6	HUMAN	30528.8	4.5	3775	3775.1	14.91	14.91	Polyglutamine-binding protein 1	1	1	3.80E+07	4.50%
128420	203326	156429	968217	818738	952379	873316	1008327	1935874	943719	2097885	160199	P19447	P19447	1	2	1	1	P19447	HUMAN	90074.9	1	3776	3776.1	14.91	14.91	TFIIH basal transcription factor complex helicase XPB subunit	1	2	54100000	1.00%
26026	44562	18690	148135	150264	156778	148025	178494	375909	131388	374005	26026	Q8N6L1-2	Q8N6L1-2	1	1	1	1	Q8N6L1-2|Q8N6L1	HUMAN	17765.8	10.4	3777	3777.1	14.91	14.91	Isoform 2 of Keratinocyte-associated protein 2	1	1	9.20E+08	10.40%
			1847	3438	2251	3128	3480	3972	2150	2792		O95755	O95755	1	1	1	1	O95755|O95755-2	HUMAN	36835.2	3.9	3778	3778.1	14.9	14.9	Ras-related protein Rab-36	1	1	3480000	3.90%
3412	7807	4843	32938	40539	51258	35821	47420	55422	46572	76285	4095	P28799	P28799	1	2	1	1	P28799|K7EQ05|P28799-3	HUMAN	68564.2	2.1	3779	3779.1	14.89	14.89	Granulins	1	2	1.10E+07	2.10%
17715	35407	21854	155576	178143	179777	154216	135734	498075	150097	469809	24015	P51957	P51957	1	4	2	2	P51957|P51957-2|P51957-3	HUMAN	95394.3	2.6	3780	3780.1	14.89	14.89	Serine/threonine-protein kinase Nek4	2	4	6760000	2.60%
60143	84721	53368	314245	262374	286672	286989	337906	684811	307948	661733	60143	Q9NYU2	Q9NYU2	1	1	1	1	Q9NYU2|Q9NYU2-2	HUMAN	177928	0.5	3781	3781.1	14.89	14.89	UDP-glucose:glycoprotein glucosyltransferase 1	1	1	5110000	0.50%
5922	6506	3265	40691	41673	44518	37761	51980	191576	53393	207135	5922	J3KNS1	J3KNS1	1	1	1	1	J3KNS1|Q9UPW5-3|Q9UPW5|Q9UPW5-2	HUMAN	144712.5	0.7	3782	3782.1	14.87	14.87	Cytosolic carboxypeptidase 1	1	1	5920000	0.70%
18661	20463	10281	113097	76582	128409	121828	109480	57762	107921	72029	18661	Q9NPJ8-3	Q9NPJ8-3	1	1	1	1	Q9NPJ8-3|Q9NPJ8-2|Q9NPJ8|Q9UKK6	HUMAN	22898.9	4	3783	3783.1	14.85	14.85	Isoform 3 of NTF2-related export protein 2	1	1	20700000	4.00%
98781	121274	60913	687816	549228	718284	615589	800914	1965602	671269	1893745	98781	Q9BTE1	Q9BTE1	1	2	1	1	Q9BTE1|H3BR94|Q9BTE1-2|Q9BTE1-3|H3BS05|H3BUD2	HUMAN	20696.7	8.2	3784	3784.1	14.83	14.83	Dynactin subunit 5	1	2	50900000	8.20%
36841	40191	15115	205290	221449	204484	227293	215470	429588	230055	429997	37378	F5H1U9	F5H1U9	1	2	2	2	F5H1U9|O75970|O75970-2|O75970-3|O75970-5|B7ZB24	HUMAN	224434.7	1.3	3785	3785.1	14.82	14.82	Multiple PDZ domain protein	2	2	53800000	1.30%
47932	66289	31885	360314	337868	361542	312861	346910	811906	327089	848451	47932	Q05655-2	Q05655-2	1	2	2	2	Q05655-2|Q05655	HUMAN	82263.9	2.9	3786	3786.1	14.8	14.8	Isoform 2 of Protein kinase C delta type	2	2	15400000	2.90%
4806	13726	4876	31582	31336	26212	30931	29100	37425	28766	40639	6904	Q14814-5	Q14814-5	1	3	1	1	Q14814-5|Q14814-4|Q14814-6	HUMAN	55494.6	2.1	3787	3787.1	14.77	14.77	Isoform MEF2DA'0 of Myocyte-specific enhancer factor 2D	1	3	22300000	2.10%
1972	4263	3489	11952	11162	10545	9939	9162	15912	9044	17242	3489	Q9BWH6	Q9BWH6	1	1	1	1	Q9BWH6|Q9BWH6-2|H3BRE8	HUMAN	154292.4	1.1	3788	3788.1	14.76	14.76	RNA polymerase II-associated protein 1	1	1	2300000	1.10%
17193	14590	14136	17270	4701	15921	4958	13481	12670	20463	10391	14590	TGGT1_221330-t26_1-p1	TGGT1_221330	1	1	1	1	TGGT1_221330-t26_1-p1	Toxoplasma_gondii_GT1	176917.7	0.8	3789	3789.1	14.74	14.74	TGGT1_221330	1	1	2050000	0.80%
3997		3223	12640	11331	11629	8370	6556	25816	15280	26313	3223	O95155-4	O95155-4	1	1	1	1	O95155-4|O95155|O95155-2|O95155-3	HUMAN	152984.7	1.1	3790	3790.1	14.73	14.73	Isoform 4 of Ubiquitin conjugation factor E4 B	1	1	75200000	1.10%
270066	181050	79467	2539879	2421438	2649878	8398047	3241282	834004	2641024	1238998	181050	TGGT1_207460B-t26_1-p1	TGGT1_207460B	1	3	2	2	TGGT1_207460B-t26_1-p1	Toxoplasma_gondii_GT1	22476.1	15.4	3791	3791.1	14.73	14.73	TGGT1_207460B	2	3	3.66E+08	15.40%
	34054		347756	312727	381955	377630	440612	586414	427483	644753		Q96G23	Q96G23	1	1	1	1	Q96G23|H0YNU7	HUMAN	44989.4	4.7	3792	3792.1	14.72	14.72	Ceramide synthase 2	1	1	1.17E+08	4.70%
3982				3511		4595	7406					Q5T750	Q5T750	1	1	1	1	Q5T750	HUMAN	28576.9	6	3793	3793.1	14.72	14.72	Skin-specific protein 32	1	1	7900000	6.00%
14890	19360	2531	157197	107355	166446	127353	157812	112630	114065	234832	14125	Q9UL16	Q9UL16	1	2	2	2	Q9UL16|Q9UL16-2|Q10981|Q10981-2|Q9BQE6|Q9BQE6-2|TGGT1_207080-t26_1-p1	HUMAN	65842.7	2.3	3794	3794.1	14.72	14.72	Cilia- and flagella-associated protein 45	2	2	13600000	2.30%
41136	43135	18858	228452	222183	245916	212825	224659	318062	207789	384756	37886	Q9P015	Q9P015	1	2	2	2	Q9P015	HUMAN	33590.3	7.7	3795	3795.1	14.69	14.69	39S ribosomal protein L15 mitochondrial	2	2	16300000	7.70%
488092	166390	155930	734883	655055	941001	522503	637907	626931	600842	695888	193635	TGGT1_305750-t26_1-p1	TGGT1_305750	1	2	2	2	TGGT1_305750-t26_1-p1	Toxoplasma_gondii_GT1	71340.2	3.2	3796	3796.1	14.69	14.69	TGGT1_305750	2	2	2.27E+08	3.20%
			6614	9743	8171	16656	7441	11445	11524	15180		Q8N2R0-3	Q8N2R0-3	1	1	1	1	Q8N2R0-3|Q8N2R0|E5RH04|Q8N2R0-2	HUMAN	49568.8	3.6	3797	3797.1	14.68	14.68	Isoform 3 of Protein odd-skipped-related 2	1	1	5260000	3.60%
	3312	4329	26477	29757	36534	28740	32640	88365	38561	87950	3312	P29375	P29375	1	1	1	1	P29375|P29375-2	HUMAN	194944.7	0.7	3798	3798.1	14.66	14.66	Lysine-specific demethylase 5A	1	1	4670000	0.70%
35300	38522	8961	307396	295521	319684	291278	358012	735077	292536	711316	35300	Q9Y3B8	Q9Y3B8	1	1	1	1	Q9Y3B8|F5GYG5|Q9Y3B8-3|Q9Y3B8-2|H0YG54	HUMAN	27060.5	3.3	3799	3799.1	14.65	14.65	Oligoribonuclease mitochondrial	1	1	1.66E+08	3.30%
21055	20933	12425	234454	228791	272481	363267	269926	153538	294135	199037	21055	Q8IUH4	Q8IUH4	1	2	1	1	Q8IUH4	HUMAN	72000.5	1.4	3800	3800.1	14.65	14.65	Palmitoyltransferase ZDHHC13	1	2	5.80E+07	1.40%
46269	71402	25452	310884	282980	369724	334436	359255	932635	340602	1028685	46269	D3DTX6	D3DTX6	1	1	1	1	D3DTX6|Q96SB3	HUMAN	89503.8	1.1	3801	3801.1	14.62	14.62	Neurabin-2	1	1	22100000	1.10%
31687	32402	18744	272113	236062	265705	308039	287039	214743	284787	247784	31687	Q5MIZ7	Q5MIZ7	1	1	1	1	Q5MIZ7|Q6IN85|Q6IN85-2|Q5MIZ7-2|Q5MIZ7-3|G3V5Z3|Q6IN85-4|Q6IN85-5	HUMAN	98255.2	1	3802	3802.1	14.62	14.62	Serine/threonine-protein phosphatase 4 regulatory subunit 3B	1	1	13400000	1.00%
128022	336177	73406	2048574	2429128	1307463	2596820	2016053	7723841	1951674	8618380	128022	Q9ULL8	Q9ULL8	1	5	2	2	Q9ULL8|Q9ULL8-2	HUMAN	167136.6	1.4	3803	3803.1	14.62	14.62	Protein Shroom4	2	5	4.59E+08	1.40%
86836	166508	46314	1264667	1456999	3121506	1807628	2039246	1690560	1291663	1835206	85408	TGGT1_258860-t26_1-p1	TGGT1_258860	1	3	1	1	TGGT1_258860-t26_1-p1	Toxoplasma_gondii_GT1	105768.1	0.7	3804	3804.1	14.62	14.62	TGGT1_258860	1	3	3.39E+08	0.70%
15099	8284	6786	119950	113295	113134	130657	129743	237969	110901	257011	8284	Q9NXR5	Q9NXR5	1	1	1	1	Q9NXR5|Q9NXR5-2|Q8IUW1	HUMAN	45565.6	2.6	3805	3805.1	14.59	14.59	Ankyrin repeat domain-containing protein 10	1	1	16300000	2.60%
	4767		48571	48960	48230	62653	49217	68289	62873	77954		Q9ULC8	Q9ULC8	1	1	1	1	Q9ULC8|Q9ULC8-2	HUMAN	82297	2	3806	3806.1	14.58	14.58	Probable palmitoyltransferase ZDHHC8	1	1	8470000	2.00%
31391	45818	21446	267117	290866	321473	299954	288502	972036	293055	991135	31391	P61758	P61758	1	2	2	2	P61758|B4DWR3	HUMAN	22828.7	9.6	3807	3807.1	14.57	14.57	Prefoldin subunit 3	2	2	18600000	9.60%
	5590		7466	6158	5021	4236		14820	8302	11505		Q96CN5	Q96CN5	1	1	1	1	Q96CN5	HUMAN	76520.4	2.6	3808	3808.1	14.56	14.56	Leucine-rich repeat-containing protein 45	1	1	26400000	2.60%
19016	31671	14347	145768	151722	211845	150396	191036	897699	202959	1134497	19016	Q5EBL8-2	Q5EBL8-2	1	1	1	1	Q5EBL8-2|Q5EBL8	HUMAN	19606	5.8	3809	3809.1	14.55	14.55	Isoform 2 of PDZ domain-containing protein 11	1	1	6060000	5.80%
6746	9064	3505	151580	205813	182724	205644	183066	263092	188996	280411	6746	Q8NC44	Q8NC44	1	1	1	1	Q8NC44	HUMAN	58171.3	4.6	3810	3810.1	14.54	14.54	Reticulophagy regulator 2	1	1	5810000	4.60%
15788	18916	6809	192892	193486	239978	161287	212749	133962	189827	132772	17224	TGGT1_232540-t26_1-p1	TGGT1_232540	1	3	2	2	TGGT1_232540-t26_1-p1	Toxoplasma_gondii_GT1	134218.5	1.1	3811	3811.1	14.54	14.54	TGGT1_232540	2	3	63400000	1.10%
71578	134749	30982	2604169	1302122	3293065	2248950	2078855	21037929	2032645	20879559	71578	TGGT1_261970-t26_1-p1	TGGT1_261970	1	5	2	2	TGGT1_261970-t26_1-p1	Toxoplasma_gondii_GT1	73746.5	4.5	3812	3812.1	14.49	14.49	TGGT1_261970	2	5	1.66E+09	4.50%
73096	67136	55917	162456	56852	165620	74369	186005	257629	158236	282397	67136	TGGT1_290670-t26_1-p1	TGGT1_290670	1	1	1	1	TGGT1_290670-t26_1-p1	Toxoplasma_gondii_GT1	84215.3	1.5	3813	3813.1	14.49	14.49	TGGT1_290670	1	1	22400000	1.50%
18649	10618	1470	49967	56304	46859	69180	58125	91954	41154	107364	10618	J3KR72	J3KR72	1	1	1	1	J3KR72|P49848-3|P49848	HUMAN	79746	1.6	3814	3814.1	14.48	14.48	Transcription initiation factor TFIID subunit 6	1	1	8620000	1.60%
4732	2657		6899	10728	11767	10393	6847	4148	9124	5212	2657	Q13724	Q13724	1	1	1	1	Q13724|Q13724-2|B8ZZE2	HUMAN	92087	1	3815	3815.1	14.46	14.46	Mannosyl-oligosaccharide glucosidase	1	1	4250000	1.00%
2037			2644	5518	1765	2169	4426	4216	6695	4578		TGGT1_313400-t26_1-p1	TGGT1_313400	1	1	1	1	TGGT1_313400-t26_1-p1	Toxoplasma_gondii_GT1	32022.5	4.7	3816	3816.1	14.46	14.46	TGGT1_313400	1	1	2570000	4.70%
7904	13863	7022	44589	41898	41409	44481	48784	72155	41697	77421	9004	C9JIF9	C9JIF9	1	2	1	1	C9JIF9|P13798	HUMAN	82756.6	1.2	3817	3817.1	14.43	14.43	Acylamino-acid-releasing enzyme	1	2	17600000	1.20%
12046	7192	3466	31682	30374	25485	24156	25901	24482	23986	26885	7192	Q6ZUX7	Q6ZUX7	1	1	1	1	Q6ZUX7	HUMAN	25170	3.9	3818	3818.1	14.42	14.42	LHFPL tetraspan subfamily member 2 protein	1	1	12100000	3.90%
47203	24584	19381	172085	165779	195372	180606	195295	258360	175594	295381	24584	Q96BF6	Q96BF6	1	2	1	1	Q96BF6|Q96RE7	HUMAN	63577.1	2	3819	3819.1	14.4	14.4	Nucleus accumbens-associated protein 2	1	2	33300000	2.00%
4431	6835		32099	35326	32979	34978	39299	49522	29556	60222	4431	A0A0B4J1V8	A0A0B4J1V8	1	1	1	1	A0A0B4J1V8|Q9NQ55-3|Q9NQ55|Q9NQ55-2|A8MV53	HUMAN	89000.3	1.5	3820	3820.1	14.38	14.38	HCG2039996	1	1	4010000	1.50%
46966	34027	64817	137158	186624	282460	232062	169702	81037	173638	113616	46966	Q5S007	Q5S007	1	4	2	2	Q5S007|E9PC85	HUMAN	289749.1	0.9	3821	3821.1	14.38	14.38	Leucine-rich repeat serine/threonine-protein kinase 2	2	4	80600000	0.90%
	40285		165985	237091	164726	153579	163269	508856	142932	711782		Q9Y2J4-4	Q9Y2J4-4	1	2	2	2	Q9Y2J4-4|Q9Y2J4-2|Q9Y2J4|Q9Y2J4-3	HUMAN	92272.2	3.3	3822	3822.1	14.38	14.38	Isoform 4 of Angiomotin-like protein 2	2	2	1.10E+08	3.30%
		2466	32364	28325	34389	34240	35734	13721	34046	28600		Q9BQS7-3	Q9BQS7-3	1	2	2	2	Q9BQS7-3|A0A0C4DG76|Q9BQS7|Q9BQS7-2|E7ES21	HUMAN	137625.4	0.9	3823	3823.1	14.36	14.36	Isoform 3 of Hephaestin	2	2	7500000	0.90%
21428	36051		277109	131756	321694	172749	323792	117060	305661	161722	21428	P46108	P46108	1	1	1	1	P46108|P46108-2	HUMAN	33887.1	2.6	3824	3824.1	14.36	14.36	Adapter molecule crk	1	1	28900000	2.60%
18277	16852	6530	39520	21895	41567	17367	34102	54304	39390	80485	16852	TGGT1_268890-t26_1-p1	TGGT1_268890	1	1	1	1	TGGT1_268890-t26_1-p1	Toxoplasma_gondii_GT1	60948.9	2.1	3825	3825.1	14.35	14.35	TGGT1_268890	1	1	2950000	2.10%
32696	27836	24724	1099330	1184235	1075865	1014717	1188753	551270	1151492	534641	27836	Q5TH69	Q5TH69	1	2	1	1	Q5TH69	HUMAN	244013.5	0.3	3826	3826.1	14.34	14.34	Brefeldin A-inhibited guanine nucleotide-exchange protein 3	1	2	2.41E+08	0.30%
5417	9958		81981	75556	75450	70186	68722	189587	80558	223576		Q8TBE9	Q8TBE9	1	2	1	1	Q8TBE9	HUMAN	28383.2	7.2	3827	3827.1	14.34	14.34	N-acylneuraminate-9-phosphatase	1	2	14200000	7.20%
19996	27310	14406	109352	113161	186790	109805	131706	401309	147623	416275	19996	TGGT1_205350-t26_1-p1	TGGT1_205350	1	1	1	1	TGGT1_205350-t26_1-p1	Toxoplasma_gondii_GT1	38021.7	5.6	3828	3828.1	14.34	14.34	TGGT1_205350	1	1	9060000	5.60%
13806	29352	11104	65859	67606	57723	51321	54639	266159	60818	241624	13806	A0A0G2JLB3	A0A0G2JLB3	1	1	1	1	A0A0G2JLB3|P04062|P04062-2|A0A0G2JNZ0|P04062-5|A0A0G2JNZ5|P04062-4|P04062-3	HUMAN	60175.6	1.4	3829	3829.1	14.33	14.33	Glucosylceramidase	1	1	24700000	1.40%
14039	27683	8596	74852	49196	77896	84681	75001	123521	66296	116945	14039	A6NMN0	A6NMN0	1	2	2	2	A6NMN0|P46020|P46020-2	HUMAN	140078.5	2.2	3830	3830.1	14.33	14.33	Phosphorylase b kinase regulatory subunit	2	2	33700000	2.20%
9451	13014		53941	38604	53417	55701	44531	38702	38959	40883	9451	Q567U6	Q567U6	1	1	1	1	Q567U6|F8W9X7	HUMAN	73481.6	1.5	3831	3831.1	14.32	14.32	Coiled-coil domain-containing protein 93	1	1	12500000	1.50%
5166	7388	5259	17907	19511	14664	18272	16788	18929	18945	27331	5259	O75648	O75648	1	1	1	1	O75648|O75648-2|O75648-4|O75648-3	HUMAN	48314.3	1.9	3832	3832.1	14.32	14.32	Mitochondrial tRNA-specific 2-thiouridylase 1	1	1	3620000	1.90%
2498610	4802204	3681453	2257509	2273029	2666222	6049857	3164064	5942208	2472821	6251119	3751101	TGGT1_277050-t26_1-p1	TGGT1_277050	1	3	2	2	TGGT1_277050-t26_1-p1	Toxoplasma_gondii_GT1	204653.9	0.6	3833	3833.1	14.3	14.3	TGGT1_277050	2	3	3.06E+08	0.60%
26618	19746	8144	140580	157067	154914	333346	163262	30181	133794	55561	19746	P20962	P20962	1	1	1	1	P20962	HUMAN	11529.7	11.7	3834	3834.1	14.29	14.29	Parathymosin	1	1	94400000	11.70%
2215	3400		7066	9864	6840	7152	9828	6526	8907	7168	2215	Q8NFM7	Q8NFM7	1	1	1	1	Q8NFM7|Q8NFM7-3|Q8NFM7-4|Q8NFM7-2	HUMAN	83778.4	1.6	3835	3835.1	14.28	14.28	Interleukin-17 receptor D	1	1	17700000	1.60%
12674	17378	8328	90102	120356	140316	115729	117387	245788	124715	333682	12674	Q13614	Q13614	1	1	1	1	Q13614|Q13614-2	HUMAN	73950.4	2.6	3836	3836.1	14.27	14.27	Myotubularin-related protein 2	1	1	1.15E+08	2.60%
6344	21535	7389	128642	117114	148805	133951	164290	322254	135579	320157	7389	Q8IUR0	Q8IUR0	1	1	1	1	Q8IUR0	HUMAN	20896.8	4.7	3837	3837.1	14.26	14.26	Trafficking protein particle complex subunit 5	1	1	64100000	4.70%
37277	63206	21915	211048	200882	258388	241000	246163	479517	255914	531705	37277	Q9BSB4	Q9BSB4	1	1	1	1	Q9BSB4	HUMAN	25287.5	4.5	3838	3838.1	14.25	14.25	Autophagy-related protein 101	1	1	20500000	4.50%
39174	38779	15255	228366	146326	232475	187596	226934	479485	194247	552764	38779	Q99575	Q99575	1	1	1	1	Q99575	HUMAN	116418.3	1	3839	3839.1	14.23	14.23	Ribonucleases P/MRP protein subunit POP1	1	1	13900000	1.00%
23551	70946	154919	7477351	10201735	20093790	14458389	15060091	4332554	9403669	5133532	59715	Q9NQW8	Q9NQW8	1	4	1	1	Q9NQW8|Q9NQW8-2	HUMAN	92735.4	0.8	3840	3840.1	14.19	14.19	Cyclic nucleotide-gated cation channel beta-3	1	4	3.99E+09	0.80%
	7214		47183	52710	45245	47841	42806	29398	37442	39434		TGGT1_292935-t26_1-p1	TGGT1_292935	1	2	2	2	TGGT1_292935-t26_1-p1	Toxoplasma_gondii_GT1	98543.1	3.1	3841	3841.1	14.18	14.18	TGGT1_292935	2	2	31400000	3.10%
2620	3897	2551	896283	883786	850275	1141911	979104	13311	788152	11610	2620	P78332	P78332	1	2	2	2	P78332|E9PGM9|F8WCA5|P78332-3	HUMAN	129269.2	1.9	3842	3842.1	14.17	14.17	RNA-binding protein 6	2	2	7.30E+08	1.90%
	2494		7614	10701	5710	6955	4958	3644	7471	5945		P36896-4	P36896-4	1	1	1	1	P36896-4|P36896|P36896-3|P36896-2|P36896-5	HUMAN	62465	2.1	3843	3843.1	14.16	14.16	Isoform 4 of Activin receptor type-1B	1	1	8770000	2.10%
2200			2428	5067	2766	2847	3679	15629	3362	13155		P56524	P56524	1	1	1	1	P56524	HUMAN	119836.3	1	3844	3844.1	14.16	14.16	Histone deacetylase 4	1	1	4510000	1.00%
55360	94172	25205	288470	281935	286614	271715	270491	642900	291060	650798	55360	Q8WXA9-2	Q8WXA9-2	1	2	2	2	Q8WXA9-2|Q8WXA9|E5RFV3|A0A087WY03	HUMAN	71819.3	4.4	3845	3845.1	14.16	14.16	Isoform 2 of Splicing regulatory glutamine/lysine-rich protein 1	2	2	15300000	4.40%
97616	160880	43149	720560	652769	856543	733942	844467	2372986	909861	2877133	97616	TGGT1_219860-t26_1-p1	TGGT1_219860	1	4	2	2	TGGT1_219860-t26_1-p1	Toxoplasma_gondii_GT1	108953.4	3	3846	3846.1	14.16	14.16	TGGT1_219860	2	4	1.23E+09	3.00%
