20191004_Toxoplasma_PMV_TMT, 126C:126C.127C.127N, ctrl.turbo.rah.nobiotin:control.mean	20191004_Toxoplasma_PMV_TMT, 127N:126C.127C.127N, ctrl.turbo.cyto.nobiotin:control.mean	20191004_Toxoplasma_PMV_TMT, 127C:126C.127C.127N, ctrl.noturbo.nobiotin:control.mean	20191004_Toxoplasma_PMV_TMT, 128N:126C.127C.127N, turborah.toxo.r1:control.mean	20191004_Toxoplasma_PMV_TMT, 128C:126C.127C.127N, turborah.mock.r1:control.mean	20191004_Toxoplasma_PMV_TMT, 129N:126C.127C.127N, turborah.toxo.r2:control.mean	20191004_Toxoplasma_PMV_TMT, 129C:126C.127C.127N, turborah.mock.r2:control.mean	20191004_Toxoplasma_PMV_TMT, 130N:126C.127C.127N, turborah.toxo.r3:control.mean	20191004_Toxoplasma_PMV_TMT, 130C:126C.127C.127N, turbocyto.toxo.r1:control.mean	20191004_Toxoplasma_PMV_TMT, 131N:126C.127C.127N, turborah.toxo.r4:control.mean	20191004_Toxoplasma_PMV_TMT, 131C:126C.127C.127N, turbocyto.toxo.r2:control.mean	id	accession_number	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	entry_name	20191004_Toxoplasma_PMV_TMT unique_peptides	20191004_Toxoplasma_PMV_TMT numSpectra	20191004_Toxoplasma_PMV_TMT totalIntensity	20191004_Toxoplasma_PMV_TMT pct_cov
0	0.638	-0.959	2.306	2.536	2.533	2.314	2.318	3.901	2.535	3.949	Q5JRA6	Q5JRA6	1	4	3	3	Q5JRA6|Q5JRA6-2|Q5JRA6-4	HUMAN	214383.2	2	1866	1866.1	19.04	19.04	Transport and Golgi organization protein 1 homolog	3	4	45400000	2.0%
-0.131	1.165	-0.712	2.454	2.565	2.356	2.889	2.482	3.887	2.365	4.168	Q5T5P2	Q5T5P2	1	2	2	2	Q5T5P2|Q5T5P2-3|Q5T5P2-10|Q5T5P2-7|Q5T5P2-2|Q5T5P2-9|Q5T5P2-6|Q5T5P2-8|Q5T5P2-4	HUMAN	214739.6	1.2	1867	1867.1	19.03	19.03	Sickle tail protein homolog	2	2	1.72e+08	1.2%
0	0.527	-0.586	1.305	-0.437	1.695	-0.584	1.637	2.313	1.514	2.41	A6NMQ1	A6NMQ1	1	2	2	2	A6NMQ1|P09884|A0A087WU64	HUMAN	168280.1	1.9	1868	1868.1	19.02	19.02	DNA polymerase	2	2	7.06e+08	1.9%
	0.339	-0.468	1.903	1.962	1.965	1.585	1.816	2.47	1.663	2.766	Q7L775	Q7L775	1	1	1	1	Q7L775	HUMAN	70995.9	1.8	1869	1869.1	19.02	19.02	EPM2A-interacting protein 1	1	1	46800000	1.8%
	0.949	-0.351	2.603	2.786	2.919	1.566	2.397	2.121	2.415	2.393	Q8TEJ3	Q8TEJ3	1	2	2	2	Q8TEJ3	HUMAN	93972.7	3.1	1870	1870.1	19.01	19.01	SH3 domain-containing RING finger protein 3	2	2	27600000	3.1%
0.056	0.745	-0.948	1.644	2.059	2.2	2.778	2.16	2.738	1.852	3.016	E9PEB5	E9PEB5	1	2	2	2	E9PEB5|Q96AE4-2|Q96AE4	HUMAN	69073.8	2.9	1871	1871.1	19	19	Far upstream element-binding protein 1	2	2	3.16e+08	2.9%
0	0.305	-0.811	2.725	2.903	2.724	2.88	2.886	4.333	2.823	4.476	P30050	P30050	1	2	2	2	P30050|P30050-2	HUMAN	17989.4	19.3	1872	1872.1	18.98	18.98	60S ribosomal protein L12	2	2	14900000	19.3%
0.165	0.199	-0.91	1.513	-0.094	1.942	-0.734	1.757	0.946	1.841	1.316	TGGT1_216435-t26_1-p1	TGGT1_216435-t26_1-p1	1	2	2	2	TGGT1_216435-t26_1-p1	Toxoplasma_gondii_GT1	38498.1	8.2	1873	1873.1	18.96	18.96	TGGT1_216435	2	2	7260000	8.2%
0.052	0.14	-0.805	2.089	1.158	2.079	1.122	2.138	3.281	2.089	3.385	TGGT1_270510-t26_1-p1	TGGT1_270510-t26_1-p1	1	2	2	2	TGGT1_270510-t26_1-p1	Toxoplasma_gondii_GT1	75887.5	2.3	1874	1874.1	18.96	18.96	TGGT1_270510	2	2	1.4e+08	2.3%
0	0.876	-0.146	2.765	2.781	2.839	2.725	2.829	4.037	2.898	4.079	Q9NWZ3	Q9NWZ3	1	3	3	3	Q9NWZ3|Q9NWZ3-2|A0A0R4J2F4	HUMAN	51985.2	6.3	1875	1875.1	18.88	18.88	Interleukin-1 receptor-associated kinase 4	3	3	59100000	6.3%
0	0.549	-0.718	1.832	2.144	1.757	1.402	1.569	2.351	1.637	2.253	A0A087WZN1	A0A087WZN1	1	2	2	2	A0A087WZN1|O43837|O43837-2|A0A087X2E5|O43837-3	HUMAN	42695.5	5.4	1876	1876.1	18.83	18.83	Isocitrate dehydrogenase [NAD] subunit mitochondrial	2	2	1.34e+08	5.4%
-0.222		0.19	3.244	3.344	3.165	3.59	2.994	3.624	3.148	3.979	Q8NF37	Q8NF37	1	2	1	1	Q8NF37|A0A0G2JRI7	HUMAN	59777.9	2.8	1877	1877.1	18.83	18.83	Lysophosphatidylcholine acyltransferase 1	1	2	70600000	2.8%
0.115	0.108	-0.819	3.489	3.815	3.697	3.592	3.667	3.205	3.777	3.308	Q9BXW6	Q9BXW6	1	2	2	2	Q9BXW6|Q9BXW6-4	HUMAN	109837.2	2.8	1878	1878.1	18.8	18.8	Oxysterol-binding protein-related protein 1	2	2	2.74e+08	2.8%
-0.09	1.073		3.638	3.378	3.867	3.574	4.003	5.685	3.835	5.773	A0A1B0GV02	A0A1B0GV02	1	2	2	2	A0A1B0GV02|O60315|A0JP08|A0A1B0GW50|O60315-2|A0A1B0GVV8|A0A1B0GWI0	HUMAN	140618.5	1.5	1879	1879.1	18.8	18.8	Zinc finger E-box-binding homeobox 2	2	2	1.92e+08	1.5%
0.235	0.145	-1.14	2.07	1.939	2.005	2.053	2.324	3.653	2.115	3.88	P43246	P43246	1	2	2	2	P43246|E9PHA6|P43246-2	HUMAN	105482.9	2.3	1880	1880.1	18.8	18.8	DNA mismatch repair protein Msh2	2	2	2.7e+08	2.3%
0.739	-0.016	-0.668	3.825	3.963	3.979	4.33	4.051	3.792	3.976	4.27	P00451	P00451	1	2	2	2	P00451	HUMAN	268487.9	1.3	1881	1881.1	18.79	18.79	Coagulation factor VIII	2	2	4.19e+09	1.3%
	1.239		2.527	2.43	2.402	1.829	2.341	4.023	2.341	4.237	Q14186	Q14186	1	1	1	1	Q14186|Q14186-2	HUMAN	45354.9	3.6	1882	1882.1	18.77	18.77	Transcription factor Dp-1	1	1	1.7e+07	3.6%
-0.109	0.376		3.09	2.89	3.03	3.072	3.223	4.402	2.843	4.496	Q8NCA5	Q8NCA5	1	1	1	1	Q8NCA5|Q8NCA5-2|Q52LJ0-2	HUMAN	55856.1	3.6	1883	1883.1	18.77	18.77	Protein FAM98A	1	1	1990000	3.6%
0.469			2.588	0.882	2.544	1.387	2.44	3.551	2.182	3.363	TGGT1_316340-t26_1-p1	TGGT1_316340-t26_1-p1	1	1	1	1	TGGT1_316340-t26_1-p1	Toxoplasma_gondii_GT1	26906.2	8.6	1884	1884.1	18.77	18.77	TGGT1_316340	1	1	1570000	8.6%
0.667	0	-4.612	3.491	3.629	3.518	3.849	3.746	4.631	3.796	4.638	O95394-4	O95394-4	1	2	2	2	O95394-4|O95394-3|O95394|J3KN95|A0A087WT27	HUMAN	63453.7	4	1885	1885.1	18.75	18.75	Isoform 3 of Phosphoacetylglucosamine mutase	2	2	1.3e+08	4.0%
											P25054	P25054	1	2	2	2	P25054|P25054-2|E7EMH9|P25054-3	HUMAN	313808.5	0.8	1886	1886.1	18.72	18.72	Adenomatous polyposis coli protein	2	2	38600000	0.8%
-0.303	0.664		2.389	2.268	2.316	2.256	2.271	2.255	2.25	2.428	Q5VU97	Q5VU97	1	2	2	2	Q5VU97|A0A0A0MQY7|Q5VU97-2	HUMAN	144341.1	2.1	1887	1887.1	18.71	18.71	VWFA and cache domain-containing protein 1	2	2	12300000	2.1%
0	0.219	-0.905	2.012	0.036	1.695	0.177	2.169	3.168	2.062	3.066	TGGT1_248390-t26_1-p1	TGGT1_248390-t26_1-p1	1	3	2	2	TGGT1_248390-t26_1-p1	Toxoplasma_gondii_GT1	16365.8	14.8	1888	1888.1	18.71	18.71	TGGT1_248390	2	3	1.91e+08	14.8%
-0.407	0.301	-0.719	2.478	2.103	2.54	1.792	2.509	4.111	2.733	4.246	TGGT1_311430-t26_1-p1	TGGT1_311430-t26_1-p1	1	2	2	2	TGGT1_311430-t26_1-p1	Toxoplasma_gondii_GT1	32045.1	8.9	1889	1889.1	18.65	18.65	TGGT1_311430	2	2	1.32e+08	8.9%
											Q9Y2S7	Q9Y2S7	1	1	1	1	Q9Y2S7|B4DEM9	HUMAN	42260.7	9.2	1890	1890.1	18.64	18.64	Polymerase delta-interacting protein 2	1	1	4410000	9.2%
0	0.613	-0.421	2.897	2.939	3.022	3.123	3.085	4.467	3.071	4.572	A0A0A0MQX8	A0A0A0MQX8	1	2	2	2	A0A0A0MQX8|Q9NR56|Q9NR56-5|Q9NR56-2|C9JP00|Q9NR56-6|Q9NR56-7|Q9NR56-4|Q9NR56-3|Q5VZF2|Q5VZF2-3|Q5VZF2-2|O95205	HUMAN	43776.7	5	1891	1891.1	18.63	18.63	Muscleblind-like protein 1	2	2	2.68e+08	5.0%
0.179	0	-0.944	2.547	2.653	2.614	2.842	2.5	3.396	2.593	3.331	P07910	P07910	1	2	2	2	P07910|G3V2Q1|P07910-2|G3V4C1|B4DY08|B2R5W2|P07910-4|G3V576|P07910-3|A0A0G2JPF8|B7ZW38|O60812|B2RXH8|A0A0G2JNQ3|B4DSU6	HUMAN	33726.5	6.8	1892	1892.1	18.61	18.61	Heterogeneous nuclear ribonucleoproteins C1/C2	2	2	2.84e+08	6.8%
0.055	0.714	0	1.714	2.649	1.967	2.037	1.788	2.066	1.447	2.348	P51116	P51116	1	3	2	2	P51116	HUMAN	74564.3	2.3	1893	1893.1	18.59	18.59	Fragile X mental retardation syndrome-related protein 2	2	3	45100000	2.3%
0.374	-0.009	0.456	0.628	1.386	0.35	0.847	0.017	0.357	0.219	-0.304	P81605-2	P81605-2	1	2	2	2	P81605-2|P81605	HUMAN	12528.1	14	1894	1894.1	18.57	18.57	Isoform 2 of Dermcidin	2	2	2.11e+08	14.0%
	1.256		3.234	2.513	2.607	2.755	2.937	4.751	3.066	4.8	Q99733-2	Q99733-2	1	1	1	1	Q99733-2|Q99733	HUMAN	44306.2	3.8	1895	1895.1	18.55	18.55	Isoform 2 of Nucleosome assembly protein 1-like 4	1	1	30700000	3.8%
	1.135		3.679	3.358	3.607	3.473	4.007	3.903	3.718	3.86	A0A0A0MT26	A0A0A0MT26	1	1	1	1	A0A0A0MT26|P20648|P13637-2|P13637-3|P05023-4|P05023|P50993|P13637|B1AKY9|P05023-3|M0R116|P05023-2	HUMAN	135254.4	1.2	1896	1896.1	18.52	18.52	Sodium/potassium-transporting ATPase subunit alpha-3	1	1	12500000	1.2%
											O43493	O43493	1	1	1	1	O43493|F8W8W7|J3KQ45|O43493-3|O43493-5|O43493-2|O43493-4	HUMAN	51111.9	2.9	1897	1897.1	18.52	18.52	Trans-Golgi network integral membrane protein 2	1	1	31100000	2.9%
											Q15813-2	Q15813-2	1	1	1	1	Q15813-2|Q15813	HUMAN	65706.2	3.8	1898	1898.1	18.52	18.52	Isoform 2 of Tubulin-specific chaperone E	1	1	6120000	3.8%
-0.019	0.114	-0.635	2.597	2.466	2.72	2.596	2.664	3.899	2.672	4.035	Q16576	Q16576	1	2	2	2	Q16576|E9PC52|Q16576-2	HUMAN	48161.5	5.1	1899	1899.1	18.49	18.49	Histone-binding protein RBBP7	2	2	9880000	5.1%
0	0.167	-0.183	1.49	-0.322	2.408	-0.106	1.982	1.581	1.861	1.794	O75935	O75935	1	2	2	2	O75935|X6RLR1|O75935-2|O75935-3|X6RA56	HUMAN	21233.1	3.7	1900	1900.1	18.48	18.48	Dynactin subunit 3	2	2	5.27e+08	3.7%
-0.005	1.167	-0.321	2.957	3.133	3.174	3.777	3.118	3.011	3.148	3.551	Q68DK7	Q68DK7	1	2	2	2	Q68DK7|J3KSZ8|J3QQY0	HUMAN	67811.9	3	1901	1901.1	18.47	18.47	Male-specific lethal 1 homolog	2	2	6.99e+08	3.0%
0.205	0.181	-0.993	0.286	1.35	0.543	1.076	0.37	1.089	0.139	0.091	TGGT1_256840-t26_1-p1	TGGT1_256840-t26_1-p1	1	2	1	1	TGGT1_256840-t26_1-p1	Toxoplasma_gondii_GT1	83548.4	2	1902	1902.1	18.47	18.47	TGGT1_256840	1	2	16900000	2.0%
0.338	0.258	-1.006	3.095	3.252	3.325	3.412	3.475	4.631	3.26	4.64	Q9C0B5	Q9C0B5	1	2	2	2	Q9C0B5|Q9C0B5-2	HUMAN	78285	4.6	1903	1903.1	18.45	18.45	Palmitoyltransferase ZDHHC5	2	2	1.97e+08	4.6%
0	0.906		2.027	2.295	2.013	2.224	2.103	3.873	2.529	4.197	Q02809-2	Q02809-2	1	2	2	2	Q02809-2|Q02809	HUMAN	88955.5	3.4	1904	1904.1	18.45	18.45	Isoform 2 of Procollagen-lysine2-oxoglutarate 5-dioxygenase 1	2	2	1.8e+07	3.4%
	0.006	0	2.091	1.21	2.254	0.042	2.35	1.651	1.92	2.143	TGGT1_216670-t26_1-p1	TGGT1_216670-t26_1-p1	1	1	1	1	TGGT1_216670-t26_1-p1	Toxoplasma_gondii_GT1	100390.3	1.3	1905	1905.1	18.43	18.43	TGGT1_216670	1	1	9710000	1.3%
0.144		-0.572	4.24	4.225	4.003	4.41	4.117	4.594	4.156	4.708	Q9UPT8	Q9UPT8	1	1	1	1	Q9UPT8	HUMAN	140881.7	1	1906	1906.1	18.41	18.41	Zinc finger CCCH domain-containing protein 4	1	1	32500000	1.0%
-0.464	0.599	-0.372	2.257	2.071	2.163	1.89	2.061	3.37	2.235	3.496	P23743	P23743	1	2	2	2	P23743	HUMAN	83998.1	2.4	1907	1907.1	18.4	18.4	Diacylglycerol kinase alpha	2	2	26600000	2.4%
4.088	-0.478		1.086	0.375	0.413	-0.031	-0.811	-1.349	1.034	-1.993	Q86YZ3	Q86YZ3	1	1	1	1	Q86YZ3	HUMAN	283297.9	0.4	1908	1908.1	18.4	18.4	Hornerin	1	1	10500000	0.4%
0	0.173	-0.69	2.79	2.472	2.812	2.734	2.814	4.14	2.767	4.263	P51812	P51812	1	2	2	2	P51812	HUMAN	84076.8	3.9	1909	1909.1	18.39	18.39	Ribosomal protein S6 kinase alpha-3	2	2	33800000	3.9%
	0.312		3.408	3.166	2.969	3.228	3.106	1.935	3.156	2.224	Q92917	Q92917	1	1	1	1	Q92917	HUMAN	52456.1	2.9	1910	1910.1	18.39	18.39	G-patch domain and KOW motifs-containing protein	1	1	36400000	2.9%
	1.092	-0.873	2.749	2.36	2.939	2.769	2.65	3.695	2.77	3.868	Q9NRX1	Q9NRX1	1	1	1	1	Q9NRX1|F8WBJ6	HUMAN	28094.9	6.3	1911	1911.1	18.32	18.32	RNA-binding protein PNO1	1	1	21500000	6.3%
0.054		-0.378	2.72	2.683	2.817	2.742	2.756	0.989	2.822	1.561	O60669	O60669	1	1	1	1	O60669	HUMAN	52598.7	2.3	1912	1912.1	18.32	18.32	Monocarboxylate transporter 2	1	1	2.22e+08	2.3%
											F5H5R8	F5H5R8	1	1	1	1	F5H5R8|P18440	HUMAN	41130.3	4.8	1913	1913.1	18.3	18.3	Arylamine N-acetyltransferase 1	1	1	10200000	4.8%
0.012	1.628	-0.94	3.801	4.085	4.503	4.449	4.182	5.239	4.08	5.42	O14530	O14530	1	3	2	2	O14530|O14530-2	HUMAN	26704.7	7.9	1914	1914.1	18.3	18.3	Thioredoxin domain-containing protein 9	2	3	3.76e+09	7.9%
											H3BSW6	H3BSW6	1	1	1	1	H3BSW6|Q2VPK5|Q2VPK5-3	HUMAN	64878.8	3.2	1915	1915.1	18.29	18.29	Cytoplasmic tRNA 2-thiolation protein 2	1	1	41400000	3.2%
0	0.673		1.763	1.681	1.769	1.62	2.147	2.987	2.285	3.117	TGGT1_252360-t26_1-p1	TGGT1_252360-t26_1-p1	1	2	2	2	TGGT1_252360-t26_1-p1	Toxoplasma_gondii_GT1	61136.6	5.7	1916	1916.1	18.27	18.27	TGGT1_252360	2	2	33500000	5.7%
	0.211	-1.701	2.611	-0.543	2.223	-0.799	2.594	2.642	2.707	2.796	TGGT1_269950-t26_1-p1	TGGT1_269950-t26_1-p1	1	1	1	1	TGGT1_269950-t26_1-p1	Toxoplasma_gondii_GT1	105315.7	1.5	1917	1917.1	18.26	18.26	TGGT1_269950	1	1	2e+07	1.5%
0.067	0.171	-0.567	4.022	3.795	4.046	4.245	4.155	3.146	4.088	3.687	Q9H0C8	Q9H0C8	1	3	2	2	Q9H0C8|F8SNU7	HUMAN	43476.3	5.6	1918	1918.1	18.26	18.26	Integrin-linked kinase-associated serine/threonine phosphatase 2C	2	3	3.05e+08	5.6%
-0.364	1.032	0	2.603	2.409	2.728	2.592	2.606	3.544	1.978	3.611	P21291	P21291	1	2	2	2	P21291|E9PS42|E9PP21	HUMAN	21422.8	17.6	1919	1919.1	18.22	18.22	Cysteine and glycine-rich protein 1	2	2	11500000	17.6%
	0.257	-2.801	3.18	3.258	3.088	3.294	3.288	4.092	2.989	3.965	P55769	P55769	1	2	2	2	P55769|B1AHD1	HUMAN	14401.5	15.6	1920	1920.1	18.22	18.22	NHP2-like protein 1	2	2	2.07e+08	15.6%
0.959			2.362	2.277	2.032	2.175	1.973	3.197	2.396	3.648	P22314	P22314	1	1	1	1	P22314|P22314-2|Q5JRR6	HUMAN	118930.9	1.4	1921	1921.1	18.2	18.2	Ubiquitin-like modifier-activating enzyme 1	1	1	3430000	1.4%
0.159	0.122	-1.403	2.214	2.228	2.435	2.321	2.164	3.371	2.342	3.548	Q9H2U1	Q9H2U1	1	2	2	2	Q9H2U1|Q9H2U1-2|Q9H2U1-3	HUMAN	115670.9	2.1	1922	1922.1	18.2	18.2	ATP-dependent RNA helicase DHX36	2	2	25400000	2.1%
0.207	0.657	-0.535	0.98	1.282	1.222	1.483	1.157	1.48	1.052	1.886	O75525	O75525	1	2	2	2	O75525|O75525-2|P18433-3|P18433|P18433-4|P18433-2|Q07666|Q07666-2|Q07666-3|Q5VWX1|E5RHD3	HUMAN	38798.8	3.4	1923	1923.1	18.17	18.17	KH domain-containing RNA-binding signal transduction-associated protein 3	2	2	1.81e+10	3.4%
0	0.465	-0.42	1.671	1.893	1.632	1.312	1.428	2.09	1.539	2.538	Q9Y450	Q9Y450	1	2	2	2	Q9Y450|Q9Y450-4|J3QT46|B7Z524	HUMAN	75985	2.4	1924	1924.1	18.16	18.16	HBS1-like protein	2	2	73600000	2.4%
	0.002	-2.068	2.225	2.394	2.054	2.256	2.234	3.799	2.478	4.029	Q68EM7	Q68EM7	1	2	2	2	Q68EM7|Q68EM7-5|Q68EM7-6|Q68EM7-2|Q68EM7-4	HUMAN	95834.3	3.8	1925	1925.1	18.15	18.15	Rho GTPase-activating protein 17	2	2	16400000	3.8%
											P32455	P32455	1	1	1	1	P32455	HUMAN	68443	4	1926	1926.1	18.12	18.12	Guanylate-binding protein 1	1	1	793000	4.0%
	0.914		3.604	3.476	3.949	4.172	4.104	3.712	4.117	4.29	Q9P2R3-4	Q9P2R3-4	1	1	1	1	Q9P2R3-4|Q9P2R3-2|Q9P2R3	HUMAN	134644.7	1	1927	1927.1	18.08	18.08	Isoform 4 of Rabankyrin-5	1	1	11200000	1.0%
	1.87	-0.981	2.745	3.226	3.363	4.327	3.483	1.993	3.196	2.917	Q562E7	Q562E7	1	1	1	1	Q562E7|A0A0J9YXM6|Q562E7-4	HUMAN	213518.6	0.6	1928	1928.1	18.03	18.03	WD repeat-containing protein 81	1	1	20800000	0.6%
											P58004	P58004	1	1	1	1	P58004	HUMAN	54892.1	2.5	1929	1929.1	18.02	18.02	Sestrin-2	1	1	913000	2.5%
											Q96AT1	Q96AT1	1	1	1	1	Q96AT1	HUMAN	17465.1	7.1	1930	1930.1	18.01	18.01	Uncharacterized protein KIAA1143	1	1	63100000	7.1%
	0.437	-1.419	0.934	1.675	1.341	1.442	1.221	2.234	1.169	2.132	O75832	O75832	1	1	1	1	O75832|B1AJY7|B1AJY5|O75832-2|B1AJY6	HUMAN	24712.7	4.4	1931	1931.1	18	18	26S proteasome non-ATPase regulatory subunit 10	1	1	7330000	4.4%
	0.795		2.472	2.474	2.255	2.173	2.412	2.426	1.925	2.402	Q8N1G4	Q8N1G4	1	1	1	1	Q8N1G4	HUMAN	64042.3	2.5	1932	1932.1	17.99	17.99	Leucine-rich repeat-containing protein 47	1	1	2800000	2.5%
0.438			1.763	2.648	2.234	2.16	1.945	3.808	2.305	3.781	Q96L91	Q96L91	1	1	1	1	Q96L91|Q96L91-2|Q96L91-5|Q96L91-3|Q96L91-4	HUMAN	344909.2	0.4	1933	1933.1	17.94	17.94	E1A-binding protein p400	1	1	3960000	0.4%
	0.531		2.148	2.761	2.276	2.163	2.078	3.289	2.15	3.518	Q9UDY4	Q9UDY4	1	1	1	1	Q9UDY4	HUMAN	38034.3	5.3	1934	1934.1	17.87	17.87	DnaJ homolog subfamily B member 4	1	1	45400000	5.3%
											TGGT1_215980-t26_1-p1	TGGT1_215980-t26_1-p1	1	1	1	1	TGGT1_215980-t26_1-p1	Toxoplasma_gondii_GT1	24750.8	11.4	1935	1935.1	17.87	17.87	TGGT1_215980	1	1	7270000	11.4%
0.31		-0.437	3.588	3.051	3.349	3.231	3.361	3.449	3.578	3.609	Q96D15	Q96D15	1	1	1	1	Q96D15	HUMAN	37492.3	3.6	1936	1936.1	17.85	17.85	Reticulocalbin-3	1	1	20200000	3.6%
-0.086	1.073	-0.788	3.495	3.883	3.457	3.641	3.585	4.685	3.473	4.845	Q7Z2K8	Q7Z2K8	1	2	2	2	Q7Z2K8|Q7Z2K8-2	HUMAN	103196.3	3.2	1937	1937.1	17.84	17.84	G protein-regulated inducer of neurite outgrowth 1	2	2	1.17e+08	3.2%
	0.241	-0.199	2.074	2.441	2.333	2.01	2.065	3.588	2.297	3.372	Q9BT40	Q9BT40	1	1	1	1	Q9BT40|Q9BT40-2	HUMAN	51488.8	2.2	1938	1938.1	17.82	17.82	Inositol polyphosphate 5-phosphatase K	1	1	2830000	2.2%
0.51	0	-0.369	2.645	2.875	3.178	3.307	3.098	2.084	2.839	2.38	Q53F19	Q53F19	1	2	2	2	Q53F19|Q53F19-2	HUMAN	70705.4	3.2	1939	1939.1	17.77	17.77	Nuclear cap-binding protein subunit 3	2	2	4.25e+08	3.2%
0.198	0.103	-0.665	2.919	1.734	2.941	1.653	2.938	2.833	2.874	2.867	TGGT1_311470-t26_1-p1	TGGT1_311470-t26_1-p1	1	2	2	2	TGGT1_311470-t26_1-p1	Toxoplasma_gondii_GT1	187935.4	1	1940	1940.1	17.74	17.74	TGGT1_311470	2	2	73700000	1.0%
	0.559	-0.784	2.627	2.795	3.099	2.829	2.865	3.926	2.853	3.891	P51151	P51151	1	1	1	1	P51151	HUMAN	23122.4	10.9	1941	1941.1	17.73	17.73	Ras-related protein Rab-9A	1	1	24100000	10.9%
	2.068		3.71	3.634	3.645	3.587	3.823	4.57	3.632	4.695	Q9UIL1	Q9UIL1	1	1	1	1	Q9UIL1|Q9UIL1-2|Q9UIL1-3|A0A0C4DGB0	HUMAN	18159.3	11.3	1942	1942.1	17.71	17.71	Short coiled-coil protein	1	1	1.36e+08	11.3%
0	0.355	-0.369	2.616	2.659	3.145	2.916	2.782	3.482	2.934	3.805	P46100	P46100	1	2	2	2	P46100|P46100-4|P46100-3|P46100-5|P46100-2	HUMAN	285034.2	0.7	1943	1943.1	17.71	17.71	Transcriptional regulator ATRX	2	2	44800000	0.7%
0.532			2.58	2.594	2.73	2.942	2.49	3.452	2.42	3.655	Q9HAU4	Q9HAU4	1	1	1	1	Q9HAU4	HUMAN	87164.1	1.8	1944	1944.1	17.69	17.69	E3 ubiquitin-protein ligase SMURF2	1	1	12900000	1.8%
											Q9NPI6	Q9NPI6	1	1	1	1	Q9NPI6|Q9NPI6-2|A0A087WXD0	HUMAN	63479.5	4.1	1945	1945.1	17.68	17.68	mRNA-decapping enzyme 1A	1	1	3290000	4.1%
0.238		-0.912	2.011	2.256	2.208	2.252	2.262	3.234	2.045	3.453	O75494	O75494	1	1	1	1	O75494|O75494-2|O75494-3|O75494-6|O75494-4|Q5JRI1|O75494-5|Q6IQ42	HUMAN	31357	6.1	1946	1946.1	17.68	17.68	Serine/arginine-rich splicing factor 10	1	1	1330000	6.1%
0	0.488	-0.483	2.978	3.478	3.043	3.176	3.063	4.213	3.114	4.314	Q9NUP9	Q9NUP9	1	2	2	2	Q9NUP9|G3V1D4|Q9UHP3-3|Q9UHP3-1|Q9UHP3|Q96B65|O14910|Q9HAP6|Q5EBL8-2|Q5EBL8|Q9HAP6-2|TGGT1_240910-t26_1-p1	HUMAN	21947.7	7.1	1947	1947.1	17.67	17.67	Protein lin-7 homolog C	2	2	72900000	7.1%
-0.195	0	0.009	2.369	1.77	2.408	2.565	2.423	1.442	2.319	1.79	A0A0A0MT49	A0A0A0MT49	1	3	2	2	A0A0A0MT49|Q9HBD4|P51532|P51532-4|P51532-3|P51532-2|P51532-5|P51531|P51531-2|F6VDE0|A0A0U1RQZ9	HUMAN	189484.7	1.4	1948	1948.1	17.65	17.65	Transcription activator BRG1	2	3	1.31e+09	1.4%
0	0.689	-0.429	3.23	3.514	3.454	3.445	3.436	4.084	3.192	4.367	O15258	O15258	1	2	2	2	O15258|Q5T091|Q5T093	HUMAN	23071.6	10.7	1949	1949.1	17.63	17.63	Protein RER1	2	2	4.14e+08	10.7%
	0.581	-0.704	1.662	1.889	1.342	2.025	1.642	1.443	1.473	1.591	A0A0U1RRB6	A0A0U1RRB6	1	1	1	1	A0A0U1RRB6|Q9Y2D4|J3QT38|Q9Y2D4-2	HUMAN	95426.3	1.2	1950	1950.1	17.62	17.62	Exocyst complex component	1	1	15200000	1.2%
-0.327	0.371	0	3.343	3.226	3.523	3.21	3.366	3.386	3.288	3.4	O15427	O15427	1	2	2	2	O15427	HUMAN	50096.1	5.1	1951	1951.1	17.6	17.6	Monocarboxylate transporter 4	2	2	7.07e+09	5.1%
	0.61	-1.636	3.156	3.423	3.789	3.995	3.212	1.484	3.261	2.026	Q92633-2	Q92633-2	1	1	1	1	Q92633-2|Q92633|Q6GPG7	HUMAN	41972.6	3.5	1952	1952.1	17.58	17.58	Isoform 2 of Lysophosphatidic acid receptor 1	1	1	36900000	3.5%
0.206	0.298	-1.129	3.465	3.59	3.491	3.791	3.628	4.713	3.34	4.689	Q96S97	Q96S97	1	2	1	1	Q96S97	HUMAN	36071.7	7.1	1953	1953.1	17.56	17.56	Myeloid-associated differentiation marker	1	2	3.97e+08	7.1%
1.151			4.359	4.595	4.612	4.605	4.411	5.741	4.907	6.095	Q14738	Q14738	1	1	1	1	Q14738|E9PFR3|Q14738-2|Q13362-5|Q13362-4|Q13362|Q14738-3|Q13362-3|Q13362-2|Q96B13	HUMAN	70332.8	2.8	1954	1954.1	17.48	17.48	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	1	1	19600000	2.8%
	0.307	-1.032	3.576	3.28	3.567	3.31	3.656	2.884	3.663	2.965	Q86V85	Q86V85	1	1	1	1	Q86V85	HUMAN	50136.2	3.4	1955	1955.1	17.47	17.47	Integral membrane protein GPR180	1	1	28500000	3.4%
